"","""Hawaii Produce Co.""","Hawaii Produce Co.","Local Wholesalers","Canada","","en","0","0","0","0","0","","","","","","0","","","2100 - CAD Accounts Payable  - ."
"","""Kiskadee Ventures LImited""","Kiskadee Ventures LImited","Local Wholesalers","Canada","","en","0","0","0","0","0","","","","","","0","","","2100 - CAD Accounts Payable  - ."
"","""Lee Chum Produce.""","Lee Chum Produce.","Local Wholesalers","Canada","","en","0","0","0","0","0","","","","","","0","","","2100 - CAD Accounts Payable  - ."
"","""Manley Sales.""","Manley Sales.","Local Wholesalers","Canada","","en","0","0","0","0","0","","","","","","0","","","2100 - CAD Accounts Payable  - ."
"","""Oceans Wave Imports""","Oceans Wave Imports","Local Wholesalers","Canada","","en","0","0","0","0","0","","","","","","0","","","2100 - CAD Accounts Payable  - ."
"","""Provincial Fruit Co. Limited""","Provincial Fruit Co. Limited","Local Wholesalers","Canada","","en","0","0","0","0","0","","","","","","0","","","2100 - CAD Accounts Payable  - ."
"","""Riga Farms Ltd.""","Riga Farms Ltd.","Local Wholesalers","Canada","","en","0","0","0","0","0","","","","","","0","","","2100 - CAD Accounts Payable  - ."
"","""Rite-Pak Produce""","Rite-Pak Produce","Local Wholesalers","Canada","","en","0","0","0","0","0","","","","","","0","","","2100 - CAD Accounts Payable  - ."
"","""Royal Produce""","Royal Produce","Local Wholesalers","Canada","","en","0","0","0","0","0","","","","","","0","","","2100 - CAD Accounts Payable  - ."
"","""Salvatore Gaetano & Son Gardens Limited""","Salvatore Gaetano & Son Gardens Limited","Local Wholesalers","Canada","","en","0","0","0","0","0","","","","","","0","","","2100 - CAD Accounts Payable  - ."
"","""Sam Daraiche Produce""","Sam Daraiche Produce","Local Wholesalers","Canada","","en","0","0","0","0","0","","","","","","0","","","2100 - CAD Accounts Payable  - ."
"","""Saman Pathirana""","Saman Pathirana","Local Wholesalers","Canada","","en","0","0","0","0","0","","","","","","0","","","2100 - CAD Accounts Payable  - ."
"","""Shing Fong Farms""","Shing Fong Farms","Local Wholesalers","Canada","","en","0","0","0","0","0","","","","","","0","","","2100 - CAD Accounts Payable  - ."
"","""Super Veg- Produce LTD.""","Super Veg- Produce LTD.","Local Wholesalers","Canada","","en","0","0","0","0","0","","","","","","0","","","2100 - CAD Accounts Payable  - ."
"","""Tamisha Trading.""","Tamisha Trading.","Local Wholesalers","Canada","","en","0","0","0","0","0","","","","","","0","","","2100 - CAD Accounts Payable  - ."
"","""Thiara Farms Ltd.""","Thiara Farms Ltd.","Local Wholesalers","Canada","","en","0","0","0","0","0","","","","","","0","","","2100 - CAD Accounts Payable  - ."
"","""Thompson Potato Farm""","Thompson Potato Farm","Local Wholesalers","Canada","","en","0","0","0","0","0","","","","","","0","","","2100 - CAD Accounts Payable  - ."
"","""Tomato King 2010 Inc.""","Tomato King 2010 Inc.","Local Wholesalers","Canada","","en","0","0","0","0","0","","","","","","0","","","2100 - CAD Accounts Payable  - ."
"","""Vaaniy Food Inc.""","Vaaniy Food Inc.","Local Wholesalers","Canada","","en","0","0","0","0","0","","","","","","0","","","2100 - CAD Accounts Payable  - ."
"","""Veg Pak Produce Limited""","Veg Pak Produce Limited","Local Wholesalers","Canada","","en","0","0","0","0","0","","","","","","0","","","2100 - CAD Accounts Payable  - ."
"","""Zakaria Produce Ltd.""","Zakaria Produce Ltd.","Local Wholesalers","Canada","","en","0","0","0","0","0","","","","","","0","","","2100 - CAD Accounts Payable  - ."
"","""Isaac Importex Inc.""","Isaac Importex Inc.","Local Wholesalers","Canada","","en","0","0","0","0","0","","","","","","0","","","2100 - CAD Accounts Payable  - ."
"","""Arc-En-Ciel Produce Inc.""","Arc-En-Ciel Produce Inc.","Local Wholesalers","Canada","","en","0","0","0","0","0","","","","","","0","","","2100 - CAD Accounts Payable  - ."
"","""Dutch Mill Gardens inc.""","Dutch Mill Gardens inc.","Local Wholesalers","Canada","","en","0","0","0","0","0","","","","","","0","","","2100 - CAD Accounts Payable  - ."
"","""Farmers' Markets Ontario""","Farmers' Markets Ontario","Local Wholesalers","Canada","","en","0","0","0","0","0","","","","","","0","","","2100 - CAD Accounts Payable  - ."
"","""Ippolito Produce""","Ippolito Produce","Local Wholesalers","Canada","","en","0","0","0","0","0","","","","","","0","","","2100 - CAD Accounts Payable  - ."
"","""Komienski Ltd.""","Komienski Ltd.","Local Wholesalers","Canada","","en","0","0","0","0","0","","","","","","0","","","2100 - CAD Accounts Payable  - ."
"","""Rambrich Farms""","Rambrich Farms","Local Wholesalers","Canada","","en","0","0","0","0","0","","","","","","0","","","2100 - CAD Accounts Payable  - ."
"","""Sheyaprince Import & Export Ltd.""","Sheyaprince Import & Export Ltd.","Local Wholesalers","Canada","","en","0","0","0","0","0","","","","","","0","","","2100 - CAD Accounts Payable  - ."
"","""Worldwide Food Corp.""","Worldwide Food Corp.","Local Wholesalers","Canada","","en","0","0","0","0","0","","","","","","0","","","2100 - CAD Accounts Payable  - ."
"","""GraNational Inc.""","GraNational Inc.","Local Wholesalers","Canada","","en","0","0","0","0","0","","","","","","0","","","2100 - CAD Accounts Payable  - ."
"","""Tropical Impex""","Tropical Impex","Local Wholesalers","Canada","","en","0","0","0","0","0","","","","","","0","","","2100 - CAD Accounts Payable  - ."
"","""Al-Rehman Enterprise Inc.""","Al-Rehman Enterprise Inc.","Local Wholesalers","Canada","","en","0","0","0","0","0","","","","","","0","","","2100 - CAD Accounts Payable  - ."
"","""Airline Network Services""","Airline Network Services","Services","Canada","","en","0","0","0","0","0","","","","","","0","","","2100 - CAD Accounts Payable  - ."
"","""Cambridge Mercantile Group USD""","Cambridge Mercantile Group USD","Services","Canada","","en","0","0","0","0","0","","","","","","0","","","2100 - CAD Accounts Payable  - ."
"","""Citizen Bank USD""","Citizen Bank USD","Services","Canada","","en","0","0","0","0","0","","","","","","0","","","2100 - CAD Accounts Payable  - ."
"","""Crowley Latin America Services""","Crowley Latin America Services","Services","Canada","","en","0","0","0","0","0","","","","","","0","","","2100 - CAD Accounts Payable  - ."
"","""Guy Lichtenstein CHB""","Guy Lichtenstein CHB","Services","Canada","","en","0","0","0","0","0","","","","","","0","","","2100 - CAD Accounts Payable  - ."
"","""Itradenetwork Inc.""","Itradenetwork Inc.","Services","Canada","","en","0","0","0","0","0","","","","","","0","","","2100 - CAD Accounts Payable  - ."
"","""Kamino Air Import Corp.""","Kamino Air Import Corp.","Services","Canada","","en","0","0","0","0","0","","","","","","0","","","2100 - CAD Accounts Payable  - ."
"","""Leisure Cargo Canada.""","Leisure Cargo Canada.","Services","Canada","","en","0","0","0","0","0","","","","","","0","","","2100 - CAD Accounts Payable  - ."
"","""Pegasus shipping & Maritime (Canada) Inc.""","Pegasus shipping & Maritime (Canada) Inc.","Services","Canada","","en","0","0","0","0","0","","","","","","0","","","2100 - CAD Accounts Payable  - ."
"","""Penn Terminals Inc""","Penn Terminals Inc","Services","Canada","","en","0","0","0","0","0","","","","","","0","","","2100 - CAD Accounts Payable  - ."
"","""RBC  Visa # 4514 0310 0991 2136""","RBC  Visa # 4514 0310 0991 2136","Services","Canada","","en","0","0","0","0","0","","","","","","0","","","2100 - CAD Accounts Payable  - ."
"","""RBC USD A/C""","RBC USD A/C","Services","Canada","","en","0","0","0","0","0","","","","","","0","","","2100 - CAD Accounts Payable  - ."
"","""RBC USD Visa # 4514 0300 0584 3105""","RBC USD Visa # 4514 0300 0584 3105","Services","Canada","","en","0","0","0","0","0","","","","","","0","","","2100 - CAD Accounts Payable  - ."
"","""Seaboard Marine Ltd.""","Seaboard Marine Ltd.","Services","Canada","","en","0","0","0","0","0","","","","","","0","","","2100 - CAD Accounts Payable  - ."
"","""Tropical Shipping""","Tropical Shipping","Services","Canada","","en","0","0","0","0","0","","","","","","0","","","2100 - CAD Accounts Payable  - ."
"","""United Airlines""","United Airlines","Services","Canada","","en","0","0","0","0","0","","","","","","0","","","2100 - CAD Accounts Payable  - ."
"","""United Aviation Enterprise. S. A.""","United Aviation Enterprise. S. A.","Services","Canada","","en","0","0","0","0","0","","","","","","0","","","2100 - CAD Accounts Payable  - ."
"","""V & M Messenger Services, Inc""","V & M Messenger Services, Inc","Services","Canada","","en","0","0","0","0","0","","","","","","0","","","2100 - CAD Accounts Payable  - ."
"","""1953039 Ontario Inc.""","1953039 Ontario Inc.","Services","Canada","","en","0","0","0","0","0","","","","","","0","","","2100 - CAD Accounts Payable  - ."
"","""2382883 Ontario Inc.""","2382883 Ontario Inc.","Services","Canada","","en","0","0","0","0","0","","","","","","0","","","2100 - CAD Accounts Payable  - ."
"","""2382884 Ontario Inc.""","2382884 Ontario Inc.","Services","Canada","","en","0","0","0","0","0","","","","","","0","","","2100 - CAD Accounts Payable  - ."
"","""2437184 Ontario Inc.""","2437184 Ontario Inc.","Services","Canada","","en","0","0","0","0","0","","","","","","0","","","2100 - CAD Accounts Payable  - ."
"","""2492089 Ontario Inc.""","2492089 Ontario Inc.","Services","Canada","","en","0","0","0","0","0","","","","","","0","","","2100 - CAD Accounts Payable  - ."
"","""407 ETR""","407 ETR","Services","Canada","","en","0","0","0","0","0","","","","","","0","","","2100 - CAD Accounts Payable  - ."
"","""9323791 Canada Inc""","9323791 Canada Inc","Services","Canada","","en","0","0","0","0","0","","","","","","0","","","2100 - CAD Accounts Payable  - ."
"","""9425586 Ontario Inc.""","9425586 Ontario Inc.","Services","Canada","","en","0","0","0","0","0","","","","","","0","","","2100 - CAD Accounts Payable  - ."
"","""9459901 Ontario Inc.""","9459901 Ontario Inc.","Services","Canada","","en","0","0","0","0","0","","","","","","0","","","2100 - CAD Accounts Payable  - ."
"","""Abell Pest Control Inc""","Abell Pest Control Inc","Services","Canada","","en","0","0","0","0","0","","","","","","0","","","2100 - CAD Accounts Payable  - ."
"","""ACI Air Cargo Inc.""","ACI Air Cargo Inc.","Services","Canada","","en","0","0","0","0","0","","","","","","0","","","2100 - CAD Accounts Payable  - ."
"","""Air Canada""","Air Canada","Services","Canada","","en","0","0","0","0","0","","","","","","0","","","2100 - CAD Accounts Payable  - ."
"","""Air Transat A.T. Inc.""","Air Transat A.T. Inc.","Services","Canada","","en","0","0","0","0","0","","","","","","0","","","2100 - CAD Accounts Payable  - ."
"","""Airline Network Services.""","Airline Network Services.","Services","Canada","","en","0","0","0","0","0","","","","","","0","","","2100 - CAD Accounts Payable  - ."
"","""AirTime Express""","AirTime Express","Services","Canada","","en","0","0","0","0","0","","","","","","0","","","2100 - CAD Accounts Payable  - ."
"","""Alarm Boss Inc.""","Alarm Boss Inc.","Services","Canada","","en","0","0","0","0","0","","","","","","0","","","2100 - CAD Accounts Payable  - ."
"","""Alpha Eagle Group""","Alpha Eagle Group","Services","Canada","","en","0","0","0","0","0","","","","","","0","","","2100 - CAD Accounts Payable  - ."
"","""Atlantis Transportation""","Atlantis Transportation","Services","Canada","","en","0","0","0","0","0","","","","","","0","","","2100 - CAD Accounts Payable  - ."
"","""Avia Freight Transportation Inc.""","Avia Freight Transportation Inc.","Services","Canada","","en","0","0","0","0","0","","","","","","0","","","2100 - CAD Accounts Payable  - ."
"","""Bell Canada""","Bell Canada","Services","Canada","","en","0","0","0","0","0","","","","","","0","","","2100 - CAD Accounts Payable  - ."
"","""Bell Mobility""","Bell Mobility","Services","Canada","","en","0","0","0","0","0","","","","","","0","","","2100 - CAD Accounts Payable  - ."
"","""Cargo Airport Services Canada Inc.""","Cargo Airport Services Canada Inc.","Services","Canada","","en","0","0","0","0","0","","","","","","0","","","2100 - CAD Accounts Payable  - ."
"","""Cintas""","Cintas","Services","Canada","","en","0","0","0","0","0","","","","","","0","","","2100 - CAD Accounts Payable  - ."
"","""Citizensbank of Canada""","Citizensbank of Canada","Services","Canada","","en","0","0","0","0","0","","","","","","0","","","2100 - CAD Accounts Payable  - ."
"","""Cousineau Packaging Inc.""","Cousineau Packaging Inc.","Services","Canada","","en","0","0","0","0","0","","","","","","0","","","2100 - CAD Accounts Payable  - ."
"","""Enbridge""","Enbridge","Services","Canada","","en","0","0","0","0","0","","","","","","0","","","2100 - CAD Accounts Payable  - ."
"","""Enersource""","Enersource","Services","Canada","","en","0","0","0","0","0","","","","","","0","","","2100 - CAD Accounts Payable  - ."
"","""GTA World Cargo""","GTA World Cargo","Services","Canada","","en","0","0","0","0","0","","","","","","0","","","2100 - CAD Accounts Payable  - ."
"","""Notice Logistics Inc""","Notice Logistics Inc","Services","Canada","","en","0","0","0","0","0","","","","","","0","","","2100 - CAD Accounts Payable  - ."
"","""QRGuide Staffing Inc""","QRGuide Staffing Inc","Services","Canada","","en","0","0","0","0","0","","","","","","0","","","2100 - CAD Accounts Payable  - ."
"","""RBC  Visa # 4516 0700 1092 8325""","RBC  Visa # 4516 0700 1092 8325","Services","Canada","","en","0","0","0","0","0","","","","","","0","","","2100 - CAD Accounts Payable  - ."
"","""RBC  Visa # 4516 0760 0151 9965""","RBC  Visa # 4516 0760 0151 9965","Services","Canada","","en","0","0","0","0","0","","","","","","0","","","2100 - CAD Accounts Payable  - ."
"","""RBC  Visa # 4516 0760 0237 2299""","RBC  Visa # 4516 0760 0237 2299","Services","Canada","","en","0","0","0","0","0","","","","","","0","","","2100 - CAD Accounts Payable  - ."
"","""RBC 4516 0700 1092 8291""","RBC 4516 0700 1092 8291","Services","Canada","","en","0","0","0","0","0","","","","","","0","","","2100 - CAD Accounts Payable  - ."
"","""RBC Travel Rewards Toronto""","RBC Travel Rewards Toronto","Services","Canada","","en","0","0","0","0","0","","","","","","0","","","2100 - CAD Accounts Payable  - ."
"","""RBC Visa # 4516 0760 0267 4843""","RBC Visa # 4516 0760 0267 4843","Services","Canada","","en","0","0","0","0","0","","","","","","0","","","2100 - CAD Accounts Payable  - ."
"","""Receiver General""","Receiver General","Services","Canada","","en","0","0","0","0","0","","","","","","0","","","2100 - CAD Accounts Payable  - ."
"","""V&V Transportation Inc.""","V&V Transportation Inc.","Services","Canada","","en","0","0","0","0","0","","","","","","0","","","2100 - CAD Accounts Payable  - ."
"","""Aeronautic Freight Systems Inc.""","Aeronautic Freight Systems Inc.","Services","Canada","","en","0","0","0","0","0","","","","","","0","","","2100 - CAD Accounts Payable  - ."
"","""Blue Book Services""","Blue Book Services","Services","Canada","","en","0","0","0","0","0","","","","","","0","","","2100 - CAD Accounts Payable  - ."
"","""Dreamhost DH-Fee.com""","Dreamhost DH-Fee.com","Services","Canada","","en","0","0","0","0","0","","","","","","0","","","2100 - CAD Accounts Payable  - ."
"","""GMEI Utility Fee""","GMEI Utility Fee","Services","Canada","","en","0","0","0","0","0","","","","","","0","","","2100 - CAD Accounts Payable  - ."
"","""Google.comCA""","Google.comCA","Services","Canada","","en","0","0","0","0","0","","","","","","0","","","2100 - CAD Accounts Payable  - ."
"","""MSC Treasury Ltd""","MSC Treasury Ltd","Services","Canada","","en","0","0","0","0","0","","","","","","0","","","2100 - CAD Accounts Payable  - ."
"","""PMA""","PMA","Services","Canada","","en","0","0","0","0","0","","","","","","0","","","2100 - CAD Accounts Payable  - ."
"","""Total Quality Logistics.""","Total Quality Logistics.","Services","Canada","","en","0","0","0","0","0","","","","","","0","","","2100 - CAD Accounts Payable  - ."
"","""Veconinter USA, LLC""","Veconinter USA, LLC","Services","Canada","","en","0","0","0","0","0","","","","","","0","","","2100 - CAD Accounts Payable  - ."
"","""Accurate Repairs Hot & Cold Equipment Ltd""","Accurate Repairs Hot & Cold Equipment Ltd","Services","Canada","","en","0","0","0","0","0","","","","","","0","","","2100 - CAD Accounts Payable  - ."
"","""Action car and truck""","Action car and truck","Services","Canada","","en","0","0","0","0","0","","","","","","0","","","2100 - CAD Accounts Payable  - ."
"","""Active Green and Ross""","Active Green and Ross","Services","Canada","","en","0","0","0","0","0","","","","","","0","","","2100 - CAD Accounts Payable  - ."
"","""Amazon.ca""","Amazon.ca","Services","Canada","","en","0","0","0","0","0","","","","","","0","","","2100 - CAD Accounts Payable  - ."
"","""Atlantis Software""","Atlantis Software","Services","Canada","","en","0","0","0","0","0","","","","","","0","","","2100 - CAD Accounts Payable  - ."
"","""Atlas Overhead Doors Inc.""","Atlas Overhead Doors Inc.","Services","Canada","","en","0","0","0","0","0","","","","","","0","","","2100 - CAD Accounts Payable  - ."
"","""Best Truck Repair Centre""","Best Truck Repair Centre","Services","Canada","","en","0","0","0","0","0","","","","","","0","","","2100 - CAD Accounts Payable  - ."
"","""Bestway cash & carry""","Bestway cash & carry","Services","Canada","","en","0","0","0","0","0","","","","","","0","","","2100 - CAD Accounts Payable  - ."
"","""Beta Solutions""","Beta Solutions","Services","Canada","","en","0","0","0","0","0","","","","","","0","","","2100 - CAD Accounts Payable  - ."
"","""BL Woodworking & Design""","BL Woodworking & Design","Services","Canada","","en","0","0","0","0","0","","","","","","0","","","2100 - CAD Accounts Payable  - ."
"","""BMOS Construction""","BMOS Construction","Services","Canada","","en","0","0","0","0","0","","","","","","0","","","2100 - CAD Accounts Payable  - ."
"","""BNE Contractors Inc.""","BNE Contractors Inc.","Services","Canada","","en","0","0","0","0","0","","","","","","0","","","2100 - CAD Accounts Payable  - ."
"","""Bramcan Fabrication Inc.""","Bramcan Fabrication Inc.","Services","Canada","","en","0","0","0","0","0","","","","","","0","","","2100 - CAD Accounts Payable  - ."
"","""Budget""","Budget","Services","Canada","","en","0","0","0","0","0","","","","","","0","","","2100 - CAD Accounts Payable  - ."
"","""Canada Border Services Agency.""","Canada Border Services Agency.","Services","Canada","","en","0","0","0","0","0","","","","","","0","","","2100 - CAD Accounts Payable  - ."
"","""Canadagap""","Canadagap","Services","Canada","","en","0","0","0","0","0","","","","","","0","","","2100 - CAD Accounts Payable  - ."
"","""Canadian Appliance Source""","Canadian Appliance Source","Services","Canada","","en","0","0","0","0","0","","","","","","0","","","2100 - CAD Accounts Payable  - ."
"","""Canadian Food Inspection Agency""","Canadian Food Inspection Agency","Services","Canada","","en","0","0","0","0","0","","","","","","0","","","2100 - CAD Accounts Payable  - ."
"","""Canadian Tire 1""","Canadian Tire 1","Services","Canada","","en","0","0","0","0","0","","","","","","0","","","2100 - CAD Accounts Payable  - ."
"","""CanAgPlus""","CanAgPlus","Services","Canada","","en","0","0","0","0","0","","","","","","0","","","2100 - CAD Accounts Payable  - ."
"","""Canuck Express Ltd.""","Canuck Express Ltd.","Services","Canada","","en","0","0","0","0","0","","","","","","0","","","2100 - CAD Accounts Payable  - ."
"","""Central Truck Body Co. Ltd.""","Central Truck Body Co. Ltd.","Services","Canada","","en","0","0","0","0","0","","","","","","0","","","2100 - CAD Accounts Payable  - ."
"","""Ceycan Logistics Solutions Inc.""","Ceycan Logistics Solutions Inc.","Services","Canada","","en","0","0","0","0","0","","","","","","0","","","2100 - CAD Accounts Payable  - ."
"","""Coolmaster Refrigeration Inc.""","Coolmaster Refrigeration Inc.","Services","Canada","","en","0","0","0","0","0","","","","","","0","","","2100 - CAD Accounts Payable  - ."
"","""Crawford Provincial""","Crawford Provincial","Services","Canada","","en","0","0","0","0","0","","","","","","0","","","2100 - CAD Accounts Payable  - ."
"","""Decor Shade Systems Inc.""","Decor Shade Systems Inc.","Services","Canada","","en","0","0","0","0","0","","","","","","0","","","2100 - CAD Accounts Payable  - ."
"","""Deluxe""","Deluxe","Services","Canada","","en","0","0","0","0","0","","","","","","0","","","2100 - CAD Accounts Payable  - ."
"","""Dialnex""","Dialnex","Services","Canada","","en","0","0","0","0","0","","","","","","0","","","2100 - CAD Accounts Payable  - ."
"","""Diamond Foods Imports & Exports Inc.""","Diamond Foods Imports & Exports Inc.","Services","Canada","","en","0","0","0","0","0","","","","","","0","","","2100 - CAD Accounts Payable  - ."
"","""Digi Canada Incorporated""","Digi Canada Incorporated","Services","Canada","","en","0","0","0","0","0","","","","","","0","","","2100 - CAD Accounts Payable  - ."
"","""Dixie Ford""","Dixie Ford","Services","Canada","","en","0","0","0","0","0","","","","","","0","","","2100 - CAD Accounts Payable  - ."
